id,name,domain,fit_score,reason
"326627273425","Cascade Enterprises","cascade-enterprises.com","39","MANUAL: watchdog force-kill again (CLOSE_HUNG: cascade-enterprises.com ())"
"329322861245","Robins & Morton","robinsmorton.com","39","MANUAL: watchdog force-kill again (CLOSE_HUNG: robinsmorton.com ())"
"332352312054","Herman Construction Group","hermancg.com","39","MANUAL: watchdog force-kill again (CLOSE_HUNG: hermancg.com ())"
"332343074545","National Contracting Services","ncssuccessllc.com","37","MANUAL: watchdog force-kill again (CLOSE_HUNG: ncssuccessllc.com ())"
"330344193783","CORNERSTONE CONSTRUCTION SERVICES, LLC","cornerstone-serv.com","35","MANUAL: watchdog force-kill again (CLOSE_HUNG: cornerstone-serv.com ())"
"341088493289","BETANCE ENTERPRISES, INC.","betance.net","35","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"332130794179","HOF Construction","hofconstruction.com","33","MANUAL: timeout again (TIMEOUT: company hofconstruction.com exceeded 40000ms)"
"341095865019","CITYDRONEZ VETERANS LLC","citydronezvets.com","33","MANUAL: watchdog force-kill again (CLOSE_HUNG: citydronezvets.com ())"
"340660872920","","plcgc2019.com","30","MANUAL: timeout again (TIMEOUT: company plcgc2019.com exceeded 40000ms)"
"346290083523","IEI General Contractors","ieigc.com","30","MANUAL: timeout again (TIMEOUT: company ieigc.com exceeded 40000ms)"
"332355911404","Keystone Plus Construction","keystonedc.com","29","MANUAL: watchdog force-kill again (CLOSE_HUNG: keystonedc.com ())"
"341136043756","CONSOLIDATED INSTALLATION SUPPORT, LLC","vetcis.com","29","MANUAL: watchdog force-kill again (CLOSE_HUNG: vetcis.com ())"
"345184909039","IAW CONSTRUCTION, INC.","jmnahum151n9","29","MANUAL: timeout again (TIMEOUT: company jmnahum151n9 exceeded 40000ms)"
"331793351362","OHL Arellano Construction","ohlarellano.com","27","MANUAL: watchdog force-kill again (CLOSE_HUNG: ohlarellano.com ())"
"341088497373","PAYNE CONSULTING INC","payneconsultingservices.com","27","MANUAL: watchdog force-kill again (CLOSE_HUNG: payneconsultingservices.com ())"
"341092220638","MULE CREEK SDV LLC","mcsdv.com","27","MANUAL: watchdog force-kill again (CLOSE_HUNG: mcsdv.com ())"
"346265766647","Cox Construction Co.","coxconstructionco.com","27","MANUAL: watchdog force-kill again (CLOSE_HUNG: coxconstructionco.com ())"
"332388958946","KMK Construction","kmkconstruction.com","26","MANUAL: timeout again (TIMEOUT: company kmkconstruction.com exceeded 40000ms)"
"341097058025","MASTER DESIGN BUILD LLC","masterdesignbuild.com","26","MANUAL: watchdog force-kill again (CLOSE_HUNG: masterdesignbuild.com ())"
"341092218614","PHOENIX GLOBAL GROUP, LLC","phoenixglobalgroup.org","25","MANUAL: watchdog force-kill again (CLOSE_HUNG: phoenixglobalgroup.org ())"
"341127061214","LP CONSTRUCTION GROUP LLC","lpdevelopmentpartners.com","25","MANUAL: watchdog force-kill again (CLOSE_HUNG: lpdevelopmentpartners.com ())"
"341143197382","REDHOUSE GROUP LLC","redhouseone.com","25","MANUAL: timeout again (TIMEOUT: company redhouseone.com exceeded 40000ms)"
"341151277792","NORFIELD GROUP LLC","norfieldgroup.com","25","MANUAL: watchdog force-kill again (CLOSE_HUNG: norfieldgroup.com ())"
"341160255164","VFCC CORP.","veteransfederalcontractingcorp.com","25","MANUAL: watchdog force-kill again (CLOSE_HUNG: veteransfederalcontractingcorp.com ())"
"341225807592","BLACK BRIGADIER INC","blackbrigadier.com","25","MANUAL: watchdog force-kill again (CLOSE_HUNG: blackbrigadier.com ())"
"341243409133","HEENAN CONSTRUCTION, LLC","heenanconstruction.com","25","MANUAL: watchdog force-kill again (CLOSE_HUNG: heenanconstruction.com ())"
"341247007478","N1P SOLUTIONS LLC","n1psolutions.com","25","MANUAL: watchdog force-kill again (CLOSE_HUNG: n1psolutions.com ())"
"345661020899","i2 Construction","i2construction.com","25","MANUAL: timeout again (TIMEOUT: company i2construction.com exceeded 40000ms)"
"332010939126","W.S. Bellows Construction","wsbellows.com","24","MANUAL: timeout again (TIMEOUT: company wsbellows.com exceeded 40000ms)"
"335440474855","HCG","hcgteam.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: hcgteam.com ())"
"341093483199","DC SPARKS CONSTRUCTION, LLC","dcsparksconst.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: dcsparksconst.com ())"
"341137989341","KOPACZ BOYER DESIGN BUILD SERVICES LLC","kbdbs.com","23","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"341166928593","Amcore Construction, LLC.","amcoreconstruction.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: amcoreconstruction.com ())"
"341172856523","FPIM CONSTRUCTION, LLC","imperial-construction.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: imperial-construction.com ())"
"341192759998","PINNACLE CIVIL AND GENERAL CONTRACTORS, LLC","pinnaclecgc.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: pinnaclecgc.com ())"
"341192763106","PREMIER CONSULTANTS INTERNATIONAL INC.","premiercon.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: premiercon.com ())"
"341194395369","MAC CONSULTANTS INC.","macconsultantsinc.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: macconsultantsinc.com ())"
"341240022759","CELOCAR LLC","celocar.com","23","MANUAL: watchdog force-kill again (CLOSE_HUNG: celocar.com ())"
"332355909360","DJB Contracting","djbcontracting.com","22","MANUAL: watchdog force-kill again (CLOSE_HUNG: djbcontracting.com ())"
"332359513824","APC Construction","apcconstruction.com","21","MANUAL: watchdog force-kill again (CLOSE_HUNG: apcconstruction.com ())"
"335474839262","KRC Contractors","krccontractors.com","21","MANUAL: watchdog force-kill again (CLOSE_HUNG: krccontractors.com ())"
"341147709126","ROUBIN & JANEIRO OF VIRGINIA INC.","janeiroinc.com","20","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"348121981683","ACI Build Group","acibuildgroup.com","20","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"341119251175","JITA CONTRACTING, INC.","jitacontracting.com","19","MANUAL: watchdog force-kill again (CLOSE_HUNG: jitacontracting.com ())"
"341127061205","KADELL INDUSTRIES INC","kadellindustries.com","19","MANUAL: watchdog force-kill again (CLOSE_HUNG: kadellindustries.com ())"
"341129002693","NJM, Inc.","njmincorporated.com","19","MANUAL: watchdog force-kill again (CLOSE_HUNG: njmincorporated.com ())"
"341139642100","ANTONIO C. MENDOZA III","tonysworkshop.com","19","MANUAL: timeout again (TIMEOUT: company tonysworkshop.com exceeded 40000ms)"
"341151277795","ARIZE CONTRACTING LLC","arizecontracting.com","19","MANUAL: watchdog force-kill again (CLOSE_HUNG: arizecontracting.com ())"
"341194399450","LEEBCOR SERVICES LLC","leebcorservices.com","19","MANUAL: watchdog force-kill again (CLOSE_HUNG: leebcorservices.com ())"
"341231128296","PARAKALEO CONTRACTING LLC","pgccusa.com","19","MANUAL: watchdog force-kill again (CLOSE_HUNG: pgccusa.com ())"
"341088494301","SAVINI GROUP PLLC","savinigroupllc.com","17","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"341092224701","Rusk Enterprises LLC","ruskenterprisesllc.com","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: ruskenterprisesllc.com ())"
"341095866053","W & W MOTORGROUP LLC","wnwmotorgroup.com","17","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"341099428542","K-NORT CONTRACTING, LLC","nc.rr.com","17","MANUAL: timeout again (TIMEOUT: company nc.rr.com exceeded 40000ms)"
"341137985251","All American Constructors, LLC","allamericanconstructors.com","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: allamericanconstructors.com ())"
"341163670253","QUANTUM FEDERAL INFRASTRUCTURE GROUP LLC","quantumfederalgroup.com","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: quantumfederalgroup.com ())"
"341172860650","IRONTHORN SOLUTIONS LLC","ironthornsolutions.com","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: ironthornsolutions.com ())"
"341192759013","RED HORSE INFRASTRUCTURE GROUP LLC","redhorseig.com","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: redhorseig.com ())"
"341192764134","VETFED-PACIFICTECH JV 1","vetfed.net","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: vetfed.net ())"
"341204446929","Veteran Construction and Utility Services Incorporated","veterancus.com","17","MANUAL: timeout again (TIMEOUT: company veterancus.com exceeded 40000ms)"
"341227538146","MISSION ENDSTATE FEDERAL SERVICES, LLC","missionendstatefederal.com","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: missionendstatefederal.com ())"
"345069634262","GCS LLC","gcs-llc.net","17","MANUAL: watchdog force-kill again (CLOSE_HUNG: gcs-llc.net ())"
"332390896359","Bryan Construction","bryanconstruction.com","16","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"341095865074","CRESCENDO ADVISORY GROUP LLC","crescendo.group","16","MANUAL: watchdog force-kill again (CLOSE_HUNG: crescendo.group ())"
"329537379065","Shawmut Design and Construction","shawmut.com","15","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"341095866081","MILLS CONSTRUCTION LLC","millsconstructionllc.com","15","MANUAL: watchdog force-kill again (CLOSE_HUNG: millsconstructionllc.com ())"
"341097645814","SAN PATRICIO CONSTRUCTION INC","mtaonline.net","15","MANUAL: timeout again (TIMEOUT: company mtaonline.net exceeded 40000ms)"
"341172856535","RTD CONSTRUCTION AND SERVICES INC","rtdconstructionservices.com","15","MANUAL: watchdog force-kill again (CLOSE_HUNG: rtdconstructionservices.com ())"
"341093483195","GEMCRAFT CONTRACTING LLC","gemcraftcontracting.com","14","MANUAL: watchdog force-kill again (CLOSE_HUNG: gemcraftcontracting.com ())"
"336930066136","CDO Group","cdogroup.com","13","MANUAL: watchdog force-kill again (CLOSE_HUNG: cdogroup.com ())"
"341136043769","GRINDSTONE CONSTRUCTION SERVICES INC","grindstonecs.com","11","MANUAL: watchdog force-kill again (CLOSE_HUNG: grindstonecs.com ())"
"341172861628","BLUE CLOUD LLC","bluecloudllc.com","11","MANUAL: watchdog force-kill again (CLOSE_HUNG: bluecloudllc.com ())"
"345080431341","NYSA CONSTRUCTION, LLC","nysaconstruction.com","10","MANUAL: watchdog force-kill again (CLOSE_HUNG: nysaconstruction.com ())"
"319763406548","Mark Young Construction","markyoungconstruction.com","9","MANUAL: timeout again (TIMEOUT: company markyoungconstruction.com exceeded 40000ms)"
"341174691569","KOAH-HAUGAN JOINT VENTURE LLC","teamkoah.com","9","MANUAL: no diversity/SBLO page found (confirmed on rerun)"
"345704074990","Potomac Construction Services","pcsgc.com","9","MANUAL: timeout again (TIMEOUT: company pcsgc.com exceeded 40000ms)"
"340689910478","","builder-mail.com","8","MANUAL: watchdog force-kill again (CLOSE_HUNG: builder-mail.com ())"
"341141011159","SAN DIEGO PROJECT MANAGEMENT PSC","sdpm-psc.com","8","MANUAL: watchdog force-kill again (CLOSE_HUNG: sdpm-psc.com ())"
"345128031980","EAGLE INDUSTRIAL SERVICES INC.","eisincusa.com","8","MANUAL: watchdog force-kill again (CLOSE_HUNG: eisincusa.com ())"
"345177704124","TAC BUILDING SOLUTIONS LLC","tacbuildingsolutions.com","8","MANUAL: watchdog force-kill again (CLOSE_HUNG: tacbuildingsolutions.com ())"
"303979194051","Terres Construction","meltel.net","7","MANUAL: watchdog force-kill again (CLOSE_HUNG: meltel.net ())"
"340691665636","","sdpm-psc.com","6","MANUAL: watchdog force-kill again (CLOSE_HUNG: sdpm-psc.com ())"
"345179508440","CM CLARK CONSTRUCTION, LLC","cmclarkconstruction.com","6","MANUAL: timeout again (TIMEOUT: company cmclarkconstruction.com exceeded 40000ms)"
"340639365874","Malosi Solutions","malosisolutions.com","3","MANUAL: watchdog force-kill again (CLOSE_HUNG: malosisolutions.com ())"
"345649055469","Total Construction","total-construction.net","3","MANUAL: watchdog force-kill again (CLOSE_HUNG: total-construction.net ())"
"334495854286","Tekcon Construction","tekconconstructioninc.com","2","MANUAL: watchdog force-kill again (CLOSE_HUNG: tekconconstructioninc.com ())"
"345884882660","Windover Construction","windoverconstruction.com","2","MANUAL: timeout again (TIMEOUT: company windoverconstruction.com exceeded 40000ms)"
"331839944438","Colarelli Construction","colarelli.com","1","MANUAL: watchdog force-kill again (CLOSE_HUNG: colarelli.com ())"
"331842375365","CRB","crbusa.com","1","MANUAL: timeout again (TIMEOUT: company crbusa.com exceeded 40000ms)"
"345881069285","Turner & Townsend","turntown.com","1","MANUAL: watchdog force-kill again (CLOSE_HUNG: turntown.com ())"
"348313493213","Teton Village Builders","tetonvillagebuilders.com","1","MANUAL: watchdog force-kill again (CLOSE_HUNG: tetonvillagebuilders.com ())"
